food|noun
to overtake|verb|{'infinitive':'to overtake','past':'overtaked','present':'overtakes', 'future':'will overtake'}
to overthrow|verb|{'infinitive':'to overthrow','past':'overthrowed','present':'overthrows', 'future':'will overthrow'}
to owe|verb|{'infinitive':'to owe','past':'owed','present':'owes', 'future':'will owe'}
to own|verb|{'infinitive':'to own','past':'owned','present':'owns', 'future':'will own'}
to pack|verb|{'infinitive':'to pack','past':'packed','present':'packs', 'future':'will pack'}
to paddle|verb|{'infinitive':'to paddle','past':'paddled','present':'paddles', 'future':'will paddle'}
to paint|verb|{'infinitive':'to paint','past':'painted','present':'paints', 'future':'will paint'}
to park|verb|{'infinitive':'to park','past':'parked','present':'parks', 'future':'will park'}
to part|verb|{'infinitive':'to part','past':'parted','present':'parts', 'future':'will part'}
to participate|verb|{'infinitive':'to participate','past':'participated','present':'participates', 'future':'will participate'}
to pass|verb|{'infinitive':'to pass','past':'passed','present':'passs', 'future':'will pass'}
to paste|verb|{'infinitive':'to paste','past':'pasted','present':'pastes', 'future':'will paste'}
to pat|verb|{'infinitive':'to pat','past':'pated','present':'pats', 'future':'will pat'}
to pause|verb|{'infinitive':'to pause','past':'paused','present':'pauses', 'future':'will pause'}
to pay|verb|{'infinitive':'to pay','past':'paied','present':'pays', 'future':'will pay'}
to peck|verb|{'infinitive':'to peck','past':'pecked','present':'pecks', 'future':'will peck'}
to pedal|verb|{'infinitive':'to pedal','past':'pedaled','present':'pedals', 'future':'will pedal'}
to peel|verb|{'infinitive':'to peel','past':'peeled','present':'peels', 'future':'will peel'}
to peep|verb|{'infinitive':'to peep','past':'peepped','present':'peeps', 'future':'will peep'}
to perceive|verb|{'infinitive':'to perceive','past':'perceived','present':'perceives', 'future':'will perceive'}
to perfect|verb|{'infinitive':'to perfect','past':'perfected','present':'perfects', 'future':'will perfect'}
to perform|verb|{'infinitive':'to perform','past':'performed','present':'performs', 'future':'will perform'}
to permit|verb|{'infinitive':'to permit','past':'permited','present':'permits', 'future':'will permit'}
to persuade|verb|{'infinitive':'to persuade','past':'persuaded','present':'persuades', 'future':'will persuade'}
to phone|verb|{'infinitive':'to phone','past':'phoned','present':'phones', 'future':'will phone'}
to photograph|verb|{'infinitive':'to photograph','past':'photographed','present':'photographs', 'future':'will photograph'}
to pick|verb|{'infinitive':'to pick','past':'picked','present':'picks', 'future':'will pick'}
to pilot|verb|{'infinitive':'to pilot','past':'piloted','present':'pilots', 'future':'will pilot'}
to pinch|verb|{'infinitive':'to pinch','past':'pinched','present':'pinchs', 'future':'will pinch'}
to pine|verb|{'infinitive':'to pine','past':'pined','present':'pines', 'future':'will pine'}
to pinpoint|verb|{'infinitive':'to pinpoint','past':'pinpointed','present':'pinpoints', 'future':'will pinpoint'}
to pioneer|verb|{'infinitive':'to pioneer','past':'pioneered','present':'pioneers', 'future':'will pioneer'}
to place|verb|{'infinitive':'to place','past':'placed','present':'places', 'future':'will place'}
to plan|verb|{'infinitive':'to plan','past':'planed','present':'plans', 'future':'will plan'}
to plant|verb|{'infinitive':'to plant','past':'planted','present':'plants', 'future':'will plant'}
to play|verb|{'infinitive':'to play','past':'plaied','present':'plays', 'future':'will play'}
to plead|verb|{'infinitive':'to plead','past':'pleaded','present':'pleads', 'future':'will plead'}
to please|verb|{'infinitive':'to please','past':'pleased','present':'pleases', 'future':'will please'}
to plug|verb|{'infinitive':'to plug','past':'pluged','present':'plugs', 'future':'will plug'}
to point|verb|{'infinitive':'to point','past':'pointed','present':'points', 'future':'will point'}
to poke|verb|{'infinitive':'to poke','past':'poked','present':'pokes', 'future':'will poke'}
to polish|verb|{'infinitive':'to polish','past':'polished','present':'polishs', 'future':'will polish'}
to pop|verb|{'infinitive':'to pop','past':'popped','present':'pops', 'future':'will pop'}
to possess|verb|{'infinitive':'to possess','past':'possessed','present':'possesss', 'future':'will possess'}
to post|verb|{'infinitive':'to post','past':'posted','present':'posts', 'future':'will post'}
to pour|verb|{'infinitive':'to pour','past':'poured','present':'pours', 'future':'will pour'}
to practice|verb|{'infinitive':'to practice','past':'practiced','present':'practices', 'future':'will practice'}
to praised|verb|{'infinitive':'to praised','past':'praiseded','present':'praiseds', 'future':'will praised'}
to pray|verb|{'infinitive':'to pray','past':'praied','present':'prays', 'future':'will pray'}
to preach|verb|{'infinitive':'to preach','past':'preached','present':'preachs', 'future':'will preach'}
to precede|verb|{'infinitive':'to precede','past':'preceded','present':'precedes', 'future':'will precede'}
to predict|verb|{'infinitive':'to predict','past':'predicted','present':'predicts', 'future':'will predict'}
to prefer|verb|{'infinitive':'to prefer','past':'prefered','present':'prefers', 'future':'will prefer'}
to prepare|verb|{'infinitive':'to prepare','past':'prepared','present':'prepares', 'future':'will prepare'}
to prescribe|verb|{'infinitive':'to prescribe','past':'prescribed','present':'prescribes', 'future':'will prescribe'}
to present|verb|{'infinitive':'to present','past':'presented','present':'presents', 'future':'will present'}
to preserve|verb|{'infinitive':'to preserve','past':'preserved','present':'preserves', 'future':'will preserve'}
to preset|verb|{'infinitive':'to preset','past':'preseted','present':'presets', 'future':'will preset'}
to preside|verb|{'infinitive':'to preside','past':'presided','present':'presides', 'future':'will preside'}
to press|verb|{'infinitive':'to press','past':'pressed','present':'presss', 'future':'will press'}
to pretend|verb|{'infinitive':'to pretend','past':'pretended','present':'pretends', 'future':'will pretend'}
to prevent|verb|{'infinitive':'to prevent','past':'prevented','present':'prevents', 'future':'will prevent'}
to prick|verb|{'infinitive':'to prick','past':'pricked','present':'pricks', 'future':'will prick'}
to print|verb|{'infinitive':'to print','past':'printed','present':'prints', 'future':'will print'}
to process|verb|{'infinitive':'to process','past':'processed','present':'processs', 'future':'will process'}
to procure|verb|{'infinitive':'to procure','past':'procured','present':'procures', 'future':'will procure'}
to produce|verb|{'infinitive':'to produce','past':'produced','present':'produces', 'future':'will produce'}
to profess|verb|{'infinitive':'to profess','past':'professed','present':'professs', 'future':'will profess'}
to program|verb|{'infinitive':'to program','past':'programed','present':'programs', 'future':'will program'}
to progress|verb|{'infinitive':'to progress','past':'progressed','present':'progresss', 'future':'will progress'}
to project|verb|{'infinitive':'to project','past':'projected','present':'projects', 'future':'will project'}
to promise|verb|{'infinitive':'to promise','past':'promised','present':'promises', 'future':'will promise'}
to promote|verb|{'infinitive':'to promote','past':'promoted','present':'promotes', 'future':'will promote'}
to proofread|verb|{'infinitive':'to proofread','past':'proofreaded','present':'proofreads', 'future':'will proofread'}
to propose|verb|{'infinitive':'to propose','past':'proposed','present':'proposes', 'future':'will propose'}
to protect|verb|{'infinitive':'to protect','past':'protected','present':'protects', 'future':'will protect'}
to prove|verb|{'infinitive':'to prove','past':'proved','present':'proves', 'future':'will prove'}
to provide|verb|{'infinitive':'to provide','past':'provided','present':'provides', 'future':'will provide'}
to publicize|verb|{'infinitive':'to publicize','past':'publicized','present':'publicizes', 'future':'will publicize'}
to pull|verb|{'infinitive':'to pull','past':'pulled','present':'pulls', 'future':'will pull'}
to pump|verb|{'infinitive':'to pump','past':'pumpped','present':'pumps', 'future':'will pump'}
to punch|verb|{'infinitive':'to punch','past':'punched','present':'punchs', 'future':'will punch'}
to puncture|verb|{'infinitive':'to puncture','past':'punctured','present':'punctures', 'future':'will puncture'}
to punish|verb|{'infinitive':'to punish','past':'punished','present':'punishs', 'future':'will punish'}
to purchase|verb|{'infinitive':'to purchase','past':'purchased','present':'purchases', 'future':'will purchase'}
to push|verb|{'infinitive':'to push','past':'pushed','present':'pushs', 'future':'will push'}
to put|verb|{'infinitive':'to put','past':'puted','present':'puts', 'future':'will put'}
to qualify|verb|{'infinitive':'to qualify','past':'qualified','present':'qualifys', 'future':'will qualify'}
to question|verb|{'infinitive':'to question','past':'questioned','present':'questions', 'future':'will question'}
to queue|verb|{'infinitive':'to queue','past':'queued','present':'queues', 'future':'will queue'}
to quit|verb|{'infinitive':'to quit','past':'quited','present':'quits', 'future':'will quit'}
to race|verb|{'infinitive':'to race','past':'raced','present':'races', 'future':'will race'}
to radiate|verb|{'infinitive':'to radiate','past':'radiated','present':'radiates', 'future':'will radiate'}
to rain|verb|{'infinitive':'to rain','past':'rained','present':'rains', 'future':'will rain'}
to raise|verb|{'infinitive':'to raise','past':'raised','present':'raises', 'future':'will raise'}
to rank|verb|{'infinitive':'to rank','past':'ranked','present':'ranks', 'future':'will rank'}
to rate|verb|{'infinitive':'to rate','past':'rated','present':'rates', 'future':'will rate'}
to reach|verb|{'infinitive':'to reach','past':'reached','present':'reachs', 'future':'will reach'}
to read|verb|{'infinitive':'to read','past':'readed','present':'reads', 'future':'will read'}
to realign|verb|{'infinitive':'to realign','past':'realigned','present':'realigns', 'future':'will realign'}
to realize|verb|{'infinitive':'to realize','past':'realized','present':'realizes', 'future':'will realize'}
to reason|verb|{'infinitive':'to reason','past':'reasoned','present':'reasons', 'future':'will reason'}
to receive|verb|{'infinitive':'to receive','past':'received','present':'receives', 'future':'will receive'}
to recognize|verb|{'infinitive':'to recognize','past':'recognized','present':'recognizes', 'future':'will recognize'}
to recommend|verb|{'infinitive':'to recommend','past':'recommended','present':'recommends', 'future':'will recommend'}
to reconcile|verb|{'infinitive':'to reconcile','past':'reconciled','present':'reconciles', 'future':'will reconcile'}
to record|verb|{'infinitive':'to record','past':'recorded','present':'records', 'future':'will record'}
to recruit|verb|{'infinitive':'to recruit','past':'recruited','present':'recruits', 'future':'will recruit'}
to reduce|verb|{'infinitive':'to reduce','past':'reduced','present':'reduces', 'future':'will reduce'}
to refer|verb|{'infinitive':'to refer','past':'refered','present':'refers', 'future':'will refer'}
to reflect|verb|{'infinitive':'to reflect','past':'reflected','present':'reflects', 'future':'will reflect'}
to refuse|verb|{'infinitive':'to refuse','past':'refused','present':'refuses', 'future':'will refuse'}
to regret|verb|{'infinitive':'to regret','past':'regreted','present':'regrets', 'future':'will regret'}
to regulate|verb|{'infinitive':'to regulate','past':'regulated','present':'regulates', 'future':'will regulate'}
to rehabilitate|verb|{'infinitive':'to rehabilitate','past':'rehabilitated','present':'rehabilitates', 'future':'will rehabilitate'}
to reign|verb|{'infinitive':'to reign','past':'reigned','present':'reigns', 'future':'will reign'}
to reinforce|verb|{'infinitive':'to reinforce','past':'reinforced','present':'reinforces', 'future':'will reinforce'}
to reject|verb|{'infinitive':'to reject','past':'rejected','present':'rejects', 'future':'will reject'}
to rejoice|verb|{'infinitive':'to rejoice','past':'rejoiced','present':'rejoices', 'future':'will rejoice'}
to relate|verb|{'infinitive':'to relate','past':'related','present':'relates', 'future':'will relate'}
to relax|verb|{'infinitive':'to relax','past':'relaxed','present':'relaxs', 'future':'will relax'}
to release|verb|{'infinitive':'to release','past':'released','present':'releases', 'future':'will release'}
to rely|verb|{'infinitive':'to rely','past':'relied','present':'relys', 'future':'will rely'}
to remain|verb|{'infinitive':'to remain','past':'remained','present':'remains', 'future':'will remain'}
to remember|verb|{'infinitive':'to remember','past':'remembered','present':'remembers', 'future':'will remember'}
to remind|verb|{'infinitive':'to remind','past':'reminded','present':'reminds', 'future':'will remind'}
to remove|verb|{'infinitive':'to remove','past':'removed','present':'removes', 'future':'will remove'}
to render|verb|{'infinitive':'to render','past':'rendered','present':'renders', 'future':'will render'}
to reorganize|verb|{'infinitive':'to reorganize','past':'reorganized','present':'reorganizes', 'future':'will reorganize'}
to repair|verb|{'infinitive':'to repair','past':'repaired','present':'repairs', 'future':'will repair'}
to repeat|verb|{'infinitive':'to repeat','past':'repeated','present':'repeats', 'future':'will repeat'}
to replace|verb|{'infinitive':'to replace','past':'replaced','present':'replaces', 'future':'will replace'}
to reply|verb|{'infinitive':'to reply','past':'replied','present':'replys', 'future':'will reply'}
to report|verb|{'infinitive':'to report','past':'reported','present':'reports', 'future':'will report'}
to represent|verb|{'infinitive':'to represent','past':'represented','present':'represents', 'future':'will represent'}
to reproduce|verb|{'infinitive':'to reproduce','past':'reproduced','present':'reproduces', 'future':'will reproduce'}
to request|verb|{'infinitive':'to request','past':'requested','present':'requests', 'future':'will request'}
to rescue|verb|{'infinitive':'to rescue','past':'rescued','present':'rescues', 'future':'will rescue'}
to research|verb|{'infinitive':'to research','past':'researched','present':'researchs', 'future':'will research'}
to resolve|verb|{'infinitive':'to resolve','past':'resolved','present':'resolves', 'future':'will resolve'}
to respond|verb|{'infinitive':'to respond','past':'responded','present':'responds', 'future':'will respond'}
to restored|verb|{'infinitive':'to restored','past':'restoreded','present':'restoreds', 'future':'will restored'}
to restructure|verb|{'infinitive':'to restructure','past':'restructured','present':'restructures', 'future':'will restructure'}
to retire|verb|{'infinitive':'to retire','past':'retired','present':'retires', 'future':'will retire'}
to retrieve|verb|{'infinitive':'to retrieve','past':'retrieved','present':'retrieves', 'future':'will retrieve'}
to return|verb|{'infinitive':'to return','past':'returned','present':'returns', 'future':'will return'}
to review|verb|{'infinitive':'to review','past':'reviewed','present':'reviews', 'future':'will review'}
to revise|verb|{'infinitive':'to revise','past':'revised','present':'revises', 'future':'will revise'}
to rhyme|verb|{'infinitive':'to rhyme','past':'rhymed','present':'rhymes', 'future':'will rhyme'}
to rid|verb|{'infinitive':'to rid','past':'rided','present':'rids', 'future':'will rid'}
to ride|verb|{'infinitive':'to ride','past':'rided','present':'rides', 'future':'will ride'}
to ring|verb|{'infinitive':'to ring','past':'ringed','present':'rings', 'future':'will ring'}
to rinse|verb|{'infinitive':'to rinse','past':'rinsed','present':'rinses', 'future':'will rinse'}
to rise|verb|{'infinitive':'to rise','past':'rised','present':'rises', 'future':'will rise'}
to risk|verb|{'infinitive':'to risk','past':'risked','present':'risks', 'future':'will risk'}
to rob|verb|{'infinitive':'to rob','past':'robed','present':'robs', 'future':'will rob'}
to rock|verb|{'infinitive':'to rock','past':'rocked','present':'rocks', 'future':'will rock'}
to roll|verb|{'infinitive':'to roll','past':'rolled','present':'rolls', 'future':'will roll'}
to rot|verb|{'infinitive':'to rot','past':'roted','present':'rots', 'future':'will rot'}
to rub|verb|{'infinitive':'to rub','past':'rubed','present':'rubs', 'future':'will rub'}
to ruin|verb|{'infinitive':'to ruin','past':'ruined','present':'ruins', 'future':'will ruin'}
to rule|verb|{'infinitive':'to rule','past':'ruled','present':'rules', 'future':'will rule'}
to run|verb|{'infinitive':'to run','past':'runed','present':'runs', 'future':'will run'}
to rush|verb|{'infinitive':'to rush','past':'rushed','present':'rushs', 'future':'will rush'}
to sack|verb|{'infinitive':'to sack','past':'sacked','present':'sacks', 'future':'will sack'}
to sail|verb|{'infinitive':'to sail','past':'sailed','present':'sails', 'future':'will sail'}
to satisfy|verb|{'infinitive':'to satisfy','past':'satisfied','present':'satisfys', 'future':'will satisfy'}
to save|verb|{'infinitive':'to save','past':'saved','present':'saves', 'future':'will save'}
to saw|verb|{'infinitive':'to saw','past':'sawed','present':'saws', 'future':'will saw'}
to say|verb|{'infinitive':'to say','past':'saied','present':'says', 'future':'will say'}
to scare|verb|{'infinitive':'to scare','past':'scared','present':'scares', 'future':'will scare'}
to scatter|verb|{'infinitive':'to scatter','past':'scattered','present':'scatters', 'future':'will scatter'}
to schedule|verb|{'infinitive':'to schedule','past':'scheduled','present':'schedules', 'future':'will schedule'}
to scold|verb|{'infinitive':'to scold','past':'scolded','present':'scolds', 'future':'will scold'}
to scorch|verb|{'infinitive':'to scorch','past':'scorched','present':'scorchs', 'future':'will scorch'}
to scrape|verb|{'infinitive':'to scrape','past':'scraped','present':'scrapes', 'future':'will scrape'}
to scratch|verb|{'infinitive':'to scratch','past':'scratched','present':'scratchs', 'future':'will scratch'}
to scream|verb|{'infinitive':'to scream','past':'screamed','present':'screams', 'future':'will scream'}
to screw|verb|{'infinitive':'to screw','past':'screwed','present':'screws', 'future':'will screw'}
to scribble|verb|{'infinitive':'to scribble','past':'scribbled','present':'scribbles', 'future':'will scribble'}
to scrub|verb|{'infinitive':'to scrub','past':'scrubed','present':'scrubs', 'future':'will scrub'}
to seal|verb|{'infinitive':'to seal','past':'sealed','present':'seals', 'future':'will seal'}
to search|verb|{'infinitive':'to search','past':'searched','present':'searchs', 'future':'will search'}
to secure|verb|{'infinitive':'to secure','past':'secured','present':'secures', 'future':'will secure'}
to see|verb|{'infinitive':'to see','past':'seed','present':'sees', 'future':'will see'}
to seek|verb|{'infinitive':'to seek','past':'seeked','present':'seeks', 'future':'will seek'}
to select|verb|{'infinitive':'to select','past':'selected','present':'selects', 'future':'will select'}
to sell|verb|{'infinitive':'to sell','past':'selled','present':'sells', 'future':'will sell'}
to send|verb|{'infinitive':'to send','past':'sended','present':'sends', 'future':'will send'}
to sense|verb|{'infinitive':'to sense','past':'sensed','present':'senses', 'future':'will sense'}
to separate|verb|{'infinitive':'to separate','past':'separated','present':'separates', 'future':'will separate'}
to serve|verb|{'infinitive':'to serve','past':'served','present':'serves', 'future':'will serve'}
to service|verb|{'infinitive':'to service','past':'serviced','present':'services', 'future':'will service'}
to set|verb|{'infinitive':'to set','past':'seted','present':'sets', 'future':'will set'}
to settle|verb|{'infinitive':'to settle','past':'settled','present':'settles', 'future':'will settle'}
to sew|verb|{'infinitive':'to sew','past':'sewed','present':'sews', 'future':'will sew'}
to shade|verb|{'infinitive':'to shade','past':'shaded','present':'shades', 'future':'will shade'}
to shake|verb|{'infinitive':'to shake','past':'shaked','present':'shakes', 'future':'will shake'}
to shape|verb|{'infinitive':'to shape','past':'shaped','present':'shapes', 'future':'will shape'}
to share|verb|{'infinitive':'to share','past':'shared','present':'shares', 'future':'will share'}
to shave|verb|{'infinitive':'to shave','past':'shaved','present':'shaves', 'future':'will shave'}
to shear|verb|{'infinitive':'to shear','past':'sheared','present':'shears', 'future':'will shear'}
to shed|verb|{'infinitive':'to shed','past':'sheded','present':'sheds', 'future':'will shed'}
to shelter|verb|{'infinitive':'to shelter','past':'sheltered','present':'shelters', 'future':'will shelter'}
to shine|verb|{'infinitive':'to shine','past':'shined','present':'shines', 'future':'will shine'}
to shiver|verb|{'infinitive':'to shiver','past':'shivered','present':'shivers', 'future':'will shiver'}
to shock|verb|{'infinitive':'to shock','past':'shocked','present':'shocks', 'future':'will shock'}
to shoe|verb|{'infinitive':'to shoe','past':'shoed','present':'shoes', 'future':'will shoe'}
to shoot|verb|{'infinitive':'to shoot','past':'shooted','present':'shoots', 'future':'will shoot'}
to shop|verb|{'infinitive':'to shop','past':'shopped','present':'shops', 'future':'will shop'}
to show|verb|{'infinitive':'to show','past':'showed','present':'shows', 'future':'will show'}
to shrink|verb|{'infinitive':'to shrink','past':'shrinked','present':'shrinks', 'future':'will shrink'}
to shrug|verb|{'infinitive':'to shrug','past':'shruged','present':'shrugs', 'future':'will shrug'}
to shut|verb|{'infinitive':'to shut','past':'shuted','present':'shuts', 'future':'will shut'}
to sigh|verb|{'infinitive':'to sigh','past':'sighed','present':'sighs', 'future':'will sigh'}
to sign|verb|{'infinitive':'to sign','past':'signed','present':'signs', 'future':'will sign'}
to signal|verb|{'infinitive':'to signal','past':'signaled','present':'signals', 'future':'will signal'}
to simplify|verb|{'infinitive':'to simplify','past':'simplified','present':'simplifys', 'future':'will simplify'}
to sin|verb|{'infinitive':'to sin','past':'sined','present':'sins', 'future':'will sin'}
to sing|verb|{'infinitive':'to sing','past':'singed','present':'sings', 'future':'will sing'}
to sink|verb|{'infinitive':'to sink','past':'sinked','present':'sinks', 'future':'will sink'}
to sip|verb|{'infinitive':'to sip','past':'sipped','present':'sips', 'future':'will sip'}
to sit|verb|{'infinitive':'to sit','past':'sited','present':'sits', 'future':'will sit'}
to sketch|verb|{'infinitive':'to sketch','past':'sketched','present':'sketchs', 'future':'will sketch'}
to ski|verb|{'infinitive':'to ski','past':'skied','present':'skis', 'future':'will ski'}
to skip|verb|{'infinitive':'to skip','past':'skipped','present':'skips', 'future':'will skip'}
to slap|verb|{'infinitive':'to slap','past':'slapped','present':'slaps', 'future':'will slap'}
to slay|verb|{'infinitive':'to slay','past':'slaied','present':'slays', 'future':'will slay'}
to sleep|verb|{'infinitive':'to sleep','past':'sleepped','present':'sleeps', 'future':'will sleep'}
to slide|verb|{'infinitive':'to slide','past':'slided','present':'slides', 'future':'will slide'}
to sling|verb|{'infinitive':'to sling','past':'slinged','present':'slings', 'future':'will sling'}
to slink|verb|{'infinitive':'to slink','past':'slinked','present':'slinks', 'future':'will slink'}
to slip|verb|{'infinitive':'to slip','past':'slipped','present':'slips', 'future':'will slip'}
to slit|verb|{'infinitive':'to slit','past':'slited','present':'slits', 'future':'will slit'}
to slow|verb|{'infinitive':'to slow','past':'slowed','present':'slows', 'future':'will slow'}
to smash|verb|{'infinitive':'to smash','past':'smashed','present':'smashs', 'future':'will smash'}
to smell|verb|{'infinitive':'to smell','past':'smelled','present':'smells', 'future':'will smell'}
to smile|verb|{'infinitive':'to smile','past':'smiled','present':'smiles', 'future':'will smile'}
to smite|verb|{'infinitive':'to smite','past':'smited','present':'smites', 'future':'will smite'}
to smoke|verb|{'infinitive':'to smoke','past':'smoked','present':'smokes', 'future':'will smoke'}
to snatch|verb|{'infinitive':'to snatch','past':'snatched','present':'snatchs', 'future':'will snatch'}
to sneak|verb|{'infinitive':'to sneak','past':'sneaked','present':'sneaks', 'future':'will sneak'}
to sneeze|verb|{'infinitive':'to sneeze','past':'sneezed','present':'sneezes', 'future':'will sneeze'}
to sniff|verb|{'infinitive':'to sniff','past':'sniffed','present':'sniffs', 'future':'will sniff'}
to snore|verb|{'infinitive':'to snore','past':'snored','present':'snores', 'future':'will snore'}
to snow|verb|{'infinitive':'to snow','past':'snowed','present':'snows', 'future':'will snow'}
to soak|verb|{'infinitive':'to soak','past':'soaked','present':'soaks', 'future':'will soak'}
to solve|verb|{'infinitive':'to solve','past':'solved','present':'solves', 'future':'will solve'}
to soothe|verb|{'infinitive':'to soothe','past':'soothed','present':'soothes', 'future':'will soothe'}
to soothsay|verb|{'infinitive':'to soothsay','past':'soothsaied','present':'soothsays', 'future':'will soothsay'}
to sort|verb|{'infinitive':'to sort','past':'sorted','present':'sorts', 'future':'will sort'}
to sound|verb|{'infinitive':'to sound','past':'sounded','present':'sounds', 'future':'will sound'}
to sow|verb|{'infinitive':'to sow','past':'sowed','present':'sows', 'future':'will sow'}
to spare|verb|{'infinitive':'to spare','past':'spared','present':'spares', 'future':'will spare'}
to spark|verb|{'infinitive':'to spark','past':'sparked','present':'sparks', 'future':'will spark'}
to sparkle|verb|{'infinitive':'to sparkle','past':'sparkled','present':'sparkles', 'future':'will sparkle'}
to speak|verb|{'infinitive':'to speak','past':'speaked','present':'speaks', 'future':'will speak'}
to specify|verb|{'infinitive':'to specify','past':'specified','present':'specifys', 'future':'will specify'}
to speed|verb|{'infinitive':'to speed','past':'speeded','present':'speeds', 'future':'will speed'}
to spell|verb|{'infinitive':'to spell','past':'spelled','present':'spells', 'future':'will spell'}
to spend|verb|{'infinitive':'to spend','past':'spended','present':'spends', 'future':'will spend'}
to spill|verb|{'infinitive':'to spill','past':'spilled','present':'spills', 'future':'will spill'}
to spin|verb|{'infinitive':'to spin','past':'spined','present':'spins', 'future':'will spin'}
to spit|verb|{'infinitive':'to spit','past':'spited','present':'spits', 'future':'will spit'}
to split|verb|{'infinitive':'to split','past':'splited','present':'splits', 'future':'will split'}
to spoil|verb|{'infinitive':'to spoil','past':'spoiled','present':'spoils', 'future':'will spoil'}
to spot|verb|{'infinitive':'to spot','past':'spoted','present':'spots', 'future':'will spot'}
to spray|verb|{'infinitive':'to spray','past':'spraied','present':'sprays', 'future':'will spray'}
to spread|verb|{'infinitive':'to spread','past':'spreaded','present':'spreads', 'future':'will spread'}
to spring|verb|{'infinitive':'to spring','past':'springed','present':'springs', 'future':'will spring'}
to sprout|verb|{'infinitive':'to sprout','past':'sprouted','present':'sprouts', 'future':'will sprout'}
to squash|verb|{'infinitive':'to squash','past':'squashed','present':'squashs', 'future':'will squash'}
to squeak|verb|{'infinitive':'to squeak','past':'squeaked','present':'squeaks', 'future':'will squeak'}
to squeal|verb|{'infinitive':'to squeal','past':'squealed','present':'squeals', 'future':'will squeal'}
to squeeze|verb|{'infinitive':'to squeeze','past':'squeezed','present':'squeezes', 'future':'will squeeze'}
to stain|verb|{'infinitive':'to stain','past':'stained','present':'stains', 'future':'will stain'}
to stamp|verb|{'infinitive':'to stamp','past':'stampped','present':'stamps', 'future':'will stamp'}
to stand|verb|{'infinitive':'to stand','past':'standed','present':'stands', 'future':'will stand'}
to stare|verb|{'infinitive':'to stare','past':'stared','present':'stares', 'future':'will stare'}
to start|verb|{'infinitive':'to start','past':'started','present':'starts', 'future':'will start'}
to stay|verb|{'infinitive':'to stay','past':'staied','present':'stays', 'future':'will stay'}
to steal|verb|{'infinitive':'to steal','past':'stealed','present':'steals', 'future':'will steal'}
to steer|verb|{'infinitive':'to steer','past':'steered','present':'steers', 'future':'will steer'}
to step|verb|{'infinitive':'to step','past':'stepped','present':'steps', 'future':'will step'}
to stick|verb|{'infinitive':'to stick','past':'sticked','present':'sticks', 'future':'will stick'}
to stimulate|verb|{'infinitive':'to stimulate','past':'stimulated','present':'stimulates', 'future':'will stimulate'}
to sting|verb|{'infinitive':'to sting','past':'stinged','present':'stings', 'future':'will sting'}
to stink|verb|{'infinitive':'to stink','past':'stinked','present':'stinks', 'future':'will stink'}
to stir|verb|{'infinitive':'to stir','past':'stired','present':'stirs', 'future':'will stir'}
to stitch|verb|{'infinitive':'to stitch','past':'stitched','present':'stitchs', 'future':'will stitch'}
to stop|verb|{'infinitive':'to stop','past':'stopped','present':'stops', 'future':'will stop'}
to store|verb|{'infinitive':'to store','past':'stored','present':'stores', 'future':'will store'}
to strap|verb|{'infinitive':'to strap','past':'strapped','present':'straps', 'future':'will strap'}
to streamline|verb|{'infinitive':'to streamline','past':'streamlined','present':'streamlines', 'future':'will streamline'}
to strengthen|verb|{'infinitive':'to strengthen','past':'strengthened','present':'strengthens', 'future':'will strengthen'}
to stretch|verb|{'infinitive':'to stretch','past':'stretched','present':'stretchs', 'future':'will stretch'}
to stride|verb|{'infinitive':'to stride','past':'strided','present':'strides', 'future':'will stride'}
to strike|verb|{'infinitive':'to strike','past':'striked','present':'strikes', 'future':'will strike'}
to string|verb|{'infinitive':'to string','past':'stringed','present':'strings', 'future':'will string'}
to strip|verb|{'infinitive':'to strip','past':'stripped','present':'strips', 'future':'will strip'}
to strive|verb|{'infinitive':'to strive','past':'strived','present':'strives', 'future':'will strive'}
to stroke|verb|{'infinitive':'to stroke','past':'stroked','present':'strokes', 'future':'will stroke'}
to structure|verb|{'infinitive':'to structure','past':'structured','present':'structures', 'future':'will structure'}
to study|verb|{'infinitive':'to study','past':'studied','present':'studys', 'future':'will study'}
to stuff|verb|{'infinitive':'to stuff','past':'stuffed','present':'stuffs', 'future':'will stuff'}
to sublet|verb|{'infinitive':'to sublet','past':'subleted','present':'sublets', 'future':'will sublet'}
to subtract|verb|{'infinitive':'to subtract','past':'subtracted','present':'subtracts', 'future':'will subtract'}
to succeed|verb|{'infinitive':'to succeed','past':'succeeded','present':'succeeds', 'future':'will succeed'}
to suck|verb|{'infinitive':'to suck','past':'sucked','present':'sucks', 'future':'will suck'}
to suffer|verb|{'infinitive':'to suffer','past':'suffered','present':'suffers', 'future':'will suffer'}
to suggest|verb|{'infinitive':'to suggest','past':'suggested','present':'suggests', 'future':'will suggest'}
to suit|verb|{'infinitive':'to suit','past':'suited','present':'suits', 'future':'will suit'}
to summarize|verb|{'infinitive':'to summarize','past':'summarized','present':'summarizes', 'future':'will summarize'}
to supervise|verb|{'infinitive':'to supervise','past':'supervised','present':'supervises', 'future':'will supervise'}
to supply|verb|{'infinitive':'to supply','past':'supplied','present':'supplys', 'future':'will supply'}
to support|verb|{'infinitive':'to support','past':'supported','present':'supports', 'future':'will support'}
to suppose|verb|{'infinitive':'to suppose','past':'supposed','present':'supposes', 'future':'will suppose'}
